"Vendor PO Comments Template","Vendor PO Comments Template"
"Hide vendors that failed stock check on admin area Create PO page","Hide vendors that failed stock check on admin area Create PO page"
"Cannot autoinvoice shipment # %s","Cannot autoinvoice shipment # %s"
"Cannot autoinvoice shipment # %s: order payment method does not allow partial capture","Cannot autoinvoice shipment # %s: order payment method does not allow partial capture"
"Cannot autoinvoice shipment # %s: order payment method does not allow online capture","Cannot autoinvoice shipment # %s: order payment method does not allow online capture"
"created invoice # %s for shipment # %s","created invoice # %s for shipment # %s"
"Autoinvoice Error for shipment # %s: %s","Autoinvoice Error for shipment # %s: %s"
"Invalid qty to ship for item ""%s","Invalid qty to ship for item ""%s"
"Invalid qty to invoice for item ""%s","Invalid qty to invoice for item ""%s"
"Shipment was not created due to label request error: %s","Shipment was not created due to label request error: %s"
"Shipment was deleted due to label request error: %s","Shipment was deleted due to label request error: %s"
"Shipment was canceled due to label request error: %s","Shipment was canceled due to label request error: %s"
"[%s changed PO status from '%s' to '%s']","[%s changed PO status from '%s' to '%s']"
"[PO status changed from '%s' to '%s']","[PO status changed from '%s' to '%s']"
"%s tried to change PO status from '%s' to '%s","%s tried to change PO status from '%s' to '%s"
"Create PO","Create PO"
"ORDER WAS CANCELED","ORDER WAS CANCELED"
"Grand Total","Grand Total"
"Grand Totals","Grand Totals"
"Extra Adjustments","Extra Adjustments"
"Invalid qty to create purchase order for item ""%s","Invalid qty to create purchase order for item ""%s"
"Purchase Order # %s: (%s)\n%s","Purchase Order # %s: (%s)\n%s"
"Cannot create an empty purchase order.","Cannot create an empty purchase order."
"Partially Shipped","Partially Shipped"
"Ready for stock PO","Ready for stock PO"
"Exported stock PO","Exported stock PO"
"Received stock PO","Received stock PO"
"Magento Native","Magento Native"
"Order Based","Order Based"
"Trigger whole order invoice","Trigger whole order invoice"
"PO Based","PO Based"
"* Email notification By Status","* Email notification By Status"
"Unirgy_DropshipPo module does not support this version of magento","Unirgy_DropshipPo module does not support this version of magento"
"Is Featured","Is Featured"
"Change Is Featured","Change Is Featured"
"My Sell List","My Sell List"
"Sell Yours","Sell Yours"
Relevance,Relevance
"There was an error while updating vendor(s) is featured","There was an error while updating vendor(s) is featured"
"You already selling this item","You already selling this item"
"The request to sell this product need to be approved by admin","The request to sell this product need to be approved by admin"
"Your sell request was succesfully submitted","Your sell request was succesfully submitted"
"Empty sell request form data","Empty sell request form data"
"All Offers","All Offers"
"Dropship Sell Yours","Dropship Sell Yours"
"Sell Yours Form","Sell Yours Form"
"Add Product Options Fields","Add Product Options Fields"
"Vendor Specific Fields","Vendor Specific Fields"
"This customer username already exists.","This customer username already exists."
"Account Type","Account Type"
Basic,Basic
Pro,Pro
"Customer Ship Class Information","Customer Ship Class Information"
"Class Name","Class Name"
Countries,Countries
"Save Customer Ship Class","Save Customer Ship Class"
"Delete Customer Ship Class","Delete Customer Ship Class"
"Edit Customer Ship Class '%s","Edit Customer Ship Class '%s"
"New Customer Ship Class","New Customer Ship Class"
State/Region,State/Region
"Zip/Post Code","Zip/Post Code"
"Customer Ship Classes","Customer Ship Classes"
"Vendor Ship Class Information","Vendor Ship Class Information"
"Save Vendor Ship Class","Save Vendor Ship Class"
"Delete Vendor Ship Class","Delete Vendor Ship Class"
"Edit Vendor Ship Class '%s","Edit Vendor Ship Class '%s"
"New Vendor Ship Class","New Vendor Ship Class"
"Vendor Ship Classes","Vendor Ship Classes"
"This class no longer exists","This class no longer exists"
"%s"" Customer Ship Class","%s"" Customer Ship Class"
"Edit Class","Edit Class"
"New Class","New Class"
"Edit Customer Ship Class","Edit Customer Ship Class"
"The customer ship class has been saved.","The customer ship class has been saved."
"An error occurred while saving this customer ship class.","An error occurred while saving this customer ship class."
"The ship class has been deleted.","The ship class has been deleted."
"An error occurred while deleting this ship class.","An error occurred while deleting this ship class."
"%s"" Vendor Ship Class","%s"" Vendor Ship Class"
"Edit Vendor Ship Class","Edit Vendor Ship Class"
"The vendor ship class has been saved.","The vendor ship class has been saved."
"An error occurred while saving this vendor ship class.","An error occurred while saving this vendor ship class."
"Shipping Classes","Shipping Classes"
"An error occurred while saving this ship class. A class with the same name already exists.","An error occurred while saving this ship class. A class with the same name already exists."
"Customer Ship Class","Customer Ship Class"
"Vendor Ship Class","Vendor Ship Class"
"* Other Vendor","* Other Vendor"
"* Other Customer","* Other Customer"
"Drop Shipping (Split Rates)","Drop Shipping (Split Rates)"
"Displayed Error Message","Displayed Error Message"
"Hide vendor names on checkout","Hide vendor names on checkout"
"Hide items amounts and subtotal on shipping method page","Hide items amounts and subtotal on shipping method page"
"Check for external checkout usage","Check for external checkout usage"
"Dispatch external checkout check events","Dispatch external checkout check events"
"'Yes' will dispatch events that should do extra check of external checkout usage. <br>
                                Events: udsplit_check_is_external_checkout, udsplit_check_is_paypal_express, udsplit_check_is_google_checkout
                            ","'Yes' will dispatch events that should do extra check of external checkout usage. <br>
                                Events: udsplit_check_is_external_checkout, udsplit_check_is_paypal_express, udsplit_check_is_google_checkout
                            "
Total,Total
"Rates Definition","Rates Definition"
"Commission fallback lookup method","Commission fallback lookup method"
Rates,Rates
"Fixed Rates Calculation Type","Fixed Rates Calculation Type"
"Default Commission Percent","Default Commission Percent"
"<br />Default value: %.2F. Leave empty to use default.","<br />Default value: %.2F. Leave empty to use default."
"Fixed Flat Rate (per po) [old transaction fee]","Fixed Flat Rate (per po) [old transaction fee]"
"Rule for Fixed Rates","Rule for Fixed Rates"
"Rule Based Fixed Rates","Rule Based Fixed Rates"
"Tier Commission","Tier Commission"
"Parent category for tiered categories","Parent category for tiered categories"
"Match Subcategories","Match Subcategories"
"Product attribute code for ""Commission percent""","Product attribute code for ""Commission percent"""
"Used to set per product commission percent (instead of tier commission percent)","Used to set per product commission percent (instead of tier commission percent)"
"Product attribute code for ""Tier Fixed Rate (per item)""","Product attribute code for ""Tier Fixed Rate (per item)"""
"Used to set per product fixed rate (instead of tier fixed rate)","Used to set per product fixed rate (instead of tier fixed rate)"
"Tiered Rates","Tiered Rates"
"Used for transaction fee calculation","Used for transaction fee calculation"
"Tier Commissions","Tier Commissions"
"Item Price","Item Price"
"* Use Global Config","* Use Global Config"
"Vendor First","Vendor First"
"Tier First","Tier First"
"Flat (per po)","Flat (per po)"
"Tier (per item)","Tier (per item)"
"Rule Based (per item)","Rule Based (per item)"
"Tier + Rule Based","Tier + Rule Based"
"Flat + Tier","Flat + Tier"
"Flat + Rule Based","Flat + Rule Based"
"Flat + Tier + Rule Based","Flat + Tier + Rule Based"
"Cost for the first item","Cost for the first item"
"Additional item cost","Additional item cost"
"Tier handling fee","Tier handling fee"
"Use Vendor Specific Rates","Use Vendor Specific Rates"
"Select Delivery Type To Setup Rates","Select Delivery Type To Setup Rates"
"V2 Simple First/Additional Rates","V2 Simple First/Additional Rates"
"V2 Simple Conditional Rates","V2 Simple Conditional Rates"
"V2 Rates","V2 Rates"
"Tier Shipping","Tier Shipping"
"Method name","Method name"
"Use Rates Setup","Use Rates Setup"
"Use Customer Group Condition","Use Customer Group Condition"
"Allow Vendors modify rates from vendor portal","Allow Vendors modify rates from vendor portal"
"""Cost for the first item"" Calculation Type","""Cost for the first item"" Calculation Type"
"""Additional item cost"" Calculation Type","""Additional item cost"" Calculation Type"
"""Tier handling fee"" Calculation Type","""Tier handling fee"" Calculation Type"
"""Tier handling fee"" Apply Method","""Tier handling fee"" Apply Method"
"Rates Calculation Method","Rates Calculation Method"
"Product attribute code for ""Cost for the first item""","Product attribute code for ""Cost for the first item"""
"Used to set per product rates","Used to set per product rates"
"Product attribute code for ""Additional item cost""","Product attribute code for ""Additional item cost"""
"Product attribute code for ""Tier handling fee""","Product attribute code for ""Tier handling fee"""
"Fallback lookup method","Fallback lookup method"
"Fallback Cost for the first item","Fallback Cost for the first item"
"Used when there is no matched category found","Used when there is no matched category found"
"Fallback Additional item cost","Fallback Additional item cost"
"Fallback Tier handling fee","Fallback Tier handling fee"
"Simple Rates","Simple Rates"
"Delivery Types","Delivery Types"
"Configure Delivery Type Rates","Configure Delivery Type Rates"
"Select Delivery Type to load settings in V2 Rates","Select Delivery Type to load settings in V2 Rates"
"Show method if not applicable","Show method if not applicable"
"Shipping Rates","Shipping Rates"
"Separate per customer shipclass","Separate per customer shipclass"
"Base plus percent per customer shipclass","Base plus percent per customer shipclass"
"Base plus fixed per customer shipclass","Base plus fixed per customer shipclass"
"Max first item other additional","Max first item other additional"
"Max first item (discard qty)","Max first item (discard qty)"
"Sum first item other additional","Sum first item other additional"
"Sum first item (discard qty)","Sum first item (discard qty)"
"Multiply first item (additional not used)","Multiply first item (additional not used)"
"Vendor up to BASE","Vendor up to BASE"
"Vendor up to DEFAULT","Vendor up to DEFAULT"
"Vendor/Global by tier","Vendor/Global by tier"
"V1 Rates","V1 Rates"
"V1 Simple Rates","V1 Simple Rates"
"V2 By Category/VendorClass First/Additional/Handling Rates","V2 By Category/VendorClass First/Additional/Handling Rates"
"Full Weight","Full Weight"
"Vendor Vacation Message","Vendor Vacation Message"
"NOTE: Use {{vacation_end}} code for ""Vacation Ends At"" date","NOTE: Use {{vacation_end}} code for ""Vacation Ends At"" date"
"Vacation Mode","Vacation Mode"
"Vacation Ends At","Vacation Ends At"
"Not Vacation","Not Vacation"
"Notify Customer On Availability","Notify Customer On Availability"
"Disable Products","Disable Products"
"Question Details","Question Details"
"<a href=""%1$s"" onclick=""this.target=\'blank\'"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>","<a href=""%1$s"" onclick=""this.target=\'blank\'"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>"
Guest,Guest
Administrator,Administrator
"Posted By","Posted By"
Visibility,Visibility
"Question Status","Question Status"
"Question Text","Question Text"
"Answer Status","Answer Status"
"Answer Text","Answer Text"
"Save Question","Save Question"
"Delete Question","Delete Question"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Edit Question","Edit Question"
"New Question","New Question"
"Question Date","Question Date"
"Customer Name","Customer Name"
"Answer Date","Answer Date"
Context,Context
Edit,Edit
"Update Question Status","Update Question Status"
"Update Answer Status","Update Answer Status"
"Send Customer Notification","Send Customer Notification"
"Send Vendor Notification","Send Vendor Notification"
"Pending Vendor Questions of Customer `%s`","Pending Vendor Questions of Customer `%s`"
"Pending Vendor Questions","Pending Vendor Questions"
"All Vendor Questions of Customer `%s`","All Vendor Questions of Customer `%s`"
"All Vendor Questions","All Vendor Questions"
"QUESTION DATE","QUESTION DATE"
"CUSTOMER NAME","CUSTOMER NAME"
SHIPMENT,SHIPMENT
"#%s for order #%s","#%s for order #%s"
PRODUCT,PRODUCT
"Customer email","Customer email"
"Vendor Questions","Vendor Questions"
"All Questions/Answers","All Questions/Answers"
"Pending Questions/Answers","Pending Questions/Answers"
"Edit Vendor Question","Edit Vendor Question"
"The question was removed by another user or does not exist.","The question was removed by another user or does not exist."
"The question has been saved.","The question has been saved."
"The question has been deleted","The question has been deleted"
"Please select question(s).","Please select question(s)."
"Total of %d record(s) have been deleted.","Total of %d record(s) have been deleted."
"Total of %d record(s) have been updated.","Total of %d record(s) have been updated."
"An error occurred while updating the selected question(s).","An error occurred while updating the selected question(s)."
"Total of %d customer notification(s) have been sent.","Total of %d customer notification(s) have been sent."
"An error occurred while sending customer notification(s).","An error occurred while sending customer notification(s)."
"Total of %d vendor notification(s) have been sent.","Total of %d vendor notification(s) have been sent."
"An error occurred while sending vendor notification(s).","An error occurred while sending vendor notification(s)."
"My Vendor Questions","My Vendor Questions"
"Question not found.","Question not found."
"Your question has been accepted for moderation.","Your question has been accepted for moderation."
"Unable to post the question.","Unable to post the question."
"Question was successfully saved","Question was successfully saved"
"Unable to find a data to save","Unable to find a data to save"
"Is product view info use tabbed layout","Is product view info use tabbed layout"
"Default Question Status","Default Question Status"
"Default Answer Status","Default Answer Status"
"Show customer info to vendor","Show customer info to vendor"
"Show vendor info to customer","Show vendor info to customer"
"Admin Notification Email Recipient","Admin Notification Email Recipient"
"Send new customer question/vendor answer notifications to admin","Send new customer question/vendor answer notifications to admin"
"Admin New Question Notification Template","Admin New Question Notification Template"
"Admin Answer Notification Template","Admin Answer Notification Template"
"Send customer/vendor notifications copy to admin","Send customer/vendor notifications copy to admin"
"Send vendor notifications","Send vendor notifications"
"Vendor Notification Template","Vendor Notification Template"
"Send customer notifications","Send customer notifications"
"Customer Notification Email Sender","Customer Notification Email Sender"
"Customer Notification Template","Customer Notification Template"
"Customer Questions","Customer Questions"
"Please enter the question text.","Please enter the question text."
"Please enter your name.","Please enter your name."
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Shipment not found.","Shipment not found."
Approved,Approved
Declined,Declined
Private,Private
Public,Public
"Unable to initialize Express Checkout.","Unable to initialize Express Checkout."
"Unable to start Express Checkout.","Unable to start Express Checkout."
"Express Checkout and Order have been canceled.","Express Checkout and Order have been canceled."
"Express Checkout has been canceled.","Express Checkout has been canceled."
"Unable to cancel Express Checkout.","Unable to cancel Express Checkout."
"Unable to process Express Checkout approval.","Unable to process Express Checkout approval."
"Unknown membership","Unknown membership"
"Vendor Membership","Vendor Membership"
"Membership Types","Membership Types"
"Products Limit Exceed.","Products Limit Exceed."
"Membership Options","Membership Options"
"Template SKUs","Template SKUs"
"Allow vendor choose configurable attributes","Allow vendor choose configurable attributes"
"Product SKUs used as templates (per attribute set)","Product SKUs used as templates (per attribute set)"
"- Select %s -","- Select %s -"
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"All Files","All Files"
Samples,Samples
Links,Links
"Add Product Options","Add Product Options"
"Simples Management","Simples Management"
"Custom Options","Custom Options"
"Custom Options Management","Custom Options Management"
"Downloadable Options","Downloadable Options"
"Downloadable Options Management","Downloadable Options Management"
Images,Images
"Attribute Set","Attribute Set"
Catalog,Catalog
"Manage Products","Manage Products"
"Template Sku","Template Sku"
"An error occurred while getting the requested content.","An error occurred while getting the requested content."
Forbidden,Forbidden
"Product was deleted","Product was deleted"
"Product name is invalid","Product name is invalid"
"Product has been saved","Product has been saved"
"Vendor Products Edit","Vendor Products Edit"
"Use custom product zoom on frontend","Use custom product zoom on frontend"
"Preselect configurable options","Preselect configurable options"
"Allow vendor delete products","Allow vendor delete products"
"Upload images into configrable simples","Upload images into configrable simples"
"Explicitly show media gallery in configurable product","Explicitly show media gallery in configurable product"
"Gallery upload is required","Gallery upload is required"
"Allow add/edit custom options","Allow add/edit custom options"
"Show vendor sku column in vendor portal products edit grid","Show vendor sku column in vendor portal products edit grid"
"Type of product","Type of product"
"Create type of products here and group attribute sets per type of product","Create type of products here and group attribute sets per type of product"
"Prefix vendor created products' SKUs with vendor id","Prefix vendor created products' SKUs with vendor id"
"Automatically generate SKUs of vendor created products","Automatically generate SKUs of vendor created products"
"Check vendor SKU is unique within vendor products","Check vendor SKU is unique within vendor products"
"Unpublish vendor product on following changes","Unpublish vendor product on following changes"
"Show hidden categories to vendor if the field presented on product edit form","Show hidden categories to vendor if the field presented on product edit form"
"Allowed types of product","Allowed types of product"
"Disable product name ""is empty"" check","Disable product name ""is empty"" check"
"For some languages might not work (e.g. Arabic). In that case select ""Yes""","For some languages might not work (e.g. Arabic). In that case select ""Yes"""
Notifications,Notifications
"Send vendor pending products notifications","Send vendor pending products notifications"
"Pending Products Vendor Notification Template","Pending Products Vendor Notification Template"
"Send admin pending products notifications","Send admin pending products notifications"
"Pending Products Admin Notification Template","Pending Products Admin Notification Template"
"Send vendor approved products notifications","Send vendor approved products notifications"
"Approved Products Vendor Notification Template","Approved Products Vendor Notification Template"
"Send admin approved products notifications","Send admin approved products notifications"
"Approved Products Admin Notification Template","Approved Products Admin Notification Template"
"Send vendor fix products notifications","Send vendor fix products notifications"
"Fix Products Vendor Notification Template","Fix Products Vendor Notification Template"
"Send admin fix products notifications","Send admin fix products notifications"
"Fix Products Admin Notification Template","Fix Products Admin Notification Template"
"Select Type of Product to load setting in ""Product SKUs used as templates""","Select Type of Product to load setting in ""Product SKUs used as templates"""
"Vendor Product Edit Form","Vendor Product Edit Form"
"Add Product Options Layout","Add Product Options Layout"
"Configurable Attributes Layout","Configurable Attributes Layout"
"Configurable Attributes Column Title","Configurable Attributes Column Title"
"Applicable only if ""Configurable Attributes"" Layout is ""One Column""","Applicable only if ""Configurable Attributes"" Layout is ""One Column"""
Columns,Columns
"Stock Data","Stock Data"
"Vendor SKU ""%s"" is already used","Vendor SKU ""%s"" is already used"
"In Stock","In Stock"
"Out of Stock","Out of Stock"
"Stock Item Fields","Stock Item Fields"
Categories,Categories
"Manage Stock","Manage Stock"
"Qty for Item\'s Status to Become Out of Stock","Qty for Item\'s Status to Become Out of Stock"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Vendor SKU ","Vendor SKU "
"Vendor Stock Qty ","Vendor Stock Qty "
"Vendor Cost ","Vendor Cost "
"Vendor Status ","Vendor Status "
"Vendor Backorders ","Vendor Backorders "
"Vendor Price ","Vendor Price "
"Vendor Group Price ","Vendor Group Price "
"Vendor Tier Price ","Vendor Tier Price "
"Vendor Special Price ","Vendor Special Price "
"Vendor Special From Date ","Vendor Special From Date "
"Vendor Special To Date ","Vendor Special To Date "
"Vendor Free Shipping ","Vendor Free Shipping "
"Vendor Shipping Price ","Vendor Shipping Price "
"Vendor State(Condition) ","Vendor State(Condition) "
"Vendor State Description ","Vendor State Description "
"Vendor Title ","Vendor Title "
"State (Condition)","State (Condition)"
"State description","State description"
"Group Price","Group Price"
"Tier Price","Tier Price"
"Vendor Special Price","Vendor Special Price"
"Vendor Special From Date","Vendor Special From Date"
"Vendor Special To Date","Vendor Special To Date"
"Is Free Shipping","Is Free Shipping"
"Vendor Backorders","Vendor Backorders"
"SKU ""%s"" is already used","SKU ""%s"" is already used"
"Removed Image(s)","Removed Image(s)"
"Added Image(s)","Added Image(s)"
Fix,Fix
Discard,Discard
Vacation,Vacation
Suspended,Suspended
"-- Please Select --","-- Please Select --"
"Yes and hide per option upload","Yes and hide per option upload"
"One Column","One Column"
"Separate Columns","Separate Columns"
None,None
"New Product","New Product"
"Image Added","Image Added"
"Image Removed","Image Removed"
"Configurable Simple Added","Configurable Simple Added"
"Configurable Simple Removed","Configurable Simple Removed"
"Attribute Value Changed","Attribute Value Changed"
"Stock Changed","Stock Changed"
"Custom Options Changed","Custom Options Changed"
"* None *","* None *"
"* All *","* All *"
"Out of stock","Out of stock"
"In stock","In stock"
Published,Published
"Under Review","Under Review"
Description,Description
"Uses per Coupon","Uses per Coupon"
"Uses per Customer","Uses per Customer"
"Usage limit enforced for logged in customers only","Usage limit enforced for logged in customers only"
Coupon,Coupon
"Coupon Code","Coupon Code"
"Use Auto Generation","Use Auto Generation"
"If you select and save the rule you will be able to generate multiple coupon codes.","If you select and save the rule you will be able to generate multiple coupon codes."
"Conditions [Apply the rule only if the following conditions are met (leave blank for all products)]","Conditions [Apply the rule only if the following conditions are met (leave blank for all products)]"
Conditions,Conditions
Actions,Actions
Apply,Apply
"Percent of product price discount","Percent of product price discount"
"Fixed amount discount","Fixed amount discount"
"Fixed amount discount for whole cart","Fixed amount discount for whole cart"
"Buy X get Y free (discount amount is Y)","Buy X get Y free (discount amount is Y)"
"Discount Amount","Discount Amount"
"Maximum Qty Discount is Applied To","Maximum Qty Discount is Applied To"
"Discount Qty Step (Buy X)","Discount Qty Step (Buy X)"
"Apply to Shipping Amount","Apply to Shipping Amount"
"Free Shipping","Free Shipping"
"For matching items only","For matching items only"
"For shipment with matching items","For shipment with matching items"
"Actions Filter [Apply the rule only to cart items matching the following conditions (leave blank for all items)]","Actions Filter [Apply the rule only to cart items matching the following conditions (leave blank for all items)]"
"Apply To","Apply To"
Coupons,Coupons
"Coupons Information","Coupons Information"
"Coupon Qty","Coupon Qty"
"Code Length","Code Length"
"Excluding prefix, suffix and separators.","Excluding prefix, suffix and separators."
"Code Format","Code Format"
"Code Prefix","Code Prefix"
"Code Suffix","Code Suffix"
"Dash Every X Characters","Dash Every X Characters"
"If empty no separation.","If empty no separation."
"Wrong rule specified.","Wrong rule specified."
"The rule has been saved.","The rule has been saved."
"An error occurred while saving the rule data. Please review the log and try again.","An error occurred while saving the rule data. Please review the log and try again."
"Rating Title","Rating Title"
"Is Aggregatable","Is Aggregatable"
"Default Value","Default Value"
"Rating Visibility","Rating Visibility"
"Visible In","Visible In"
"If you do not specify a rating title for a store, the default value will be used.","If you do not specify a rating title for a store, the default value will be used."
"Assigned Options","Assigned Options"
"Option Label","Option Label"
"Rating Information","Rating Information"
"Rating Options","Rating Options"
"Save Rating","Save Rating"
"Delete Rating","Delete Rating"
"Edit Rating","Edit Rating"
"New Rating","New Rating"
"Rating Name","Rating Name"
"Manage Ratings","Manage Ratings"
"Add New Rating","Add New Rating"
"Review Details","Review Details"
"Summary Rating","Summary Rating"
"Detailed Rating","Detailed Rating"
"Detailed Non-Aggregatable Rating","Detailed Non-Aggregatable Rating"
Nickname,Nickname
"Summary of Review","Summary of Review"
Review,Review
"Save Review","Save Review"
"Delete Review","Delete Review"
"Edit Review '%s","Edit Review '%s"
"New Review","New Review"
"Created On","Created On"
"Product Name","Product Name"
"Product SKU","Product SKU"
"Update Status","Update Status"
"Pending Vendor Reviews of Customer `%s`","Pending Vendor Reviews of Customer `%s`"
"Pending Vendor Reviews","Pending Vendor Reviews"
"All Vendor Reviews of Customer `%s`","All Vendor Reviews of Customer `%s`"
"All Vendor Reviews","All Vendor Reviews"
"Rating with %s id not found","Rating with %s id not found"
"The rating has been saved.","The rating has been saved."
"The rating has been deleted.","The rating has been deleted."
"Reviews and Ratings","Reviews and Ratings"
"Edit Vendor Review","Edit Vendor Review"
"Customer Reviews","Customer Reviews"
"The review was removed by another user or does not exist.","The review was removed by another user or does not exist."
"The review has been saved.","The review has been saved."
"The review has been deleted","The review has been deleted"
"Please select review(s).","Please select review(s)."
"An error occurred while updating the selected review(s).","An error occurred while updating the selected review(s)."
"Unable to get the product ID.","Unable to get the product ID."
"My Vendor Pending Reviews","My Vendor Pending Reviews"
"My Vendor Reviews","My Vendor Reviews"
"Review not allowed.","Review not allowed."
"Your review has been accepted for moderation.","Your review has been accepted for moderation."
"Unable to post the review.","Unable to post the review."
"You have already voted on this review!","You have already voted on this review!"
"Your voice has been accepted. Thank you!","Your voice has been accepted. Thank you!"
"Review was not found!","Review was not found!"
"Unable to vote. Please, try again later.","Unable to vote. Please, try again later."
"Reviews for vendor %s","Reviews for vendor %s"
"Pending Reviews","Pending Reviews"
"All Reviews","All Reviews"
"Vendor Rating Options","Vendor Rating Options"
"Allow customer review on the following statuses","Allow customer review on the following statuses"
"Delay in days to send ""Email notification / Follow up emails""","Delay in days to send ""Email notification / Follow up emails"""
"Setup delay in days when to send ""Email notification / Follow up emails"" to inspire customer review vendor shipments. Separate multiple days with comma "","". This will allow arbitrary days to send email notification and further follow up emails.","Setup delay in days when to send ""Email notification / Follow up emails"" to inspire customer review vendor shipments. Separate multiple days with comma "","". This will allow arbitrary days to send email notification and further follow up emails."
"Rating with the same title","Rating with the same title"
"Vendor Reviews","Vendor Reviews"
"Allow customers review/rate vendor","Allow customers review/rate vendor"
"entity_id=%s is already used in rating/rating_entity. Change it in %s.","entity_id=%s is already used in rating/rating_entity. Change it in %s."
"entity_id=%s is already used in review/review_entity. Change it in %s.","entity_id=%s is already used in review/review_entity. Change it in %s."
"Customer Tax Class Information","Customer Tax Class Information"
"Vendor Tax Class Information","Vendor Tax Class Information"
"Product Tax Class Information","Product Tax Class Information"
"Product Tax Classes","Product Tax Classes"
"Add New Class","Add New Class"
"Customer Tax Classes","Customer Tax Classes"
"Vendor Tax Classes","Vendor Tax Classes"
"Tax Rule Information","Tax Rule Information"
"Customer Tax Class","Customer Tax Class"
"Product Tax Class","Product Tax Class"
"Vendor Tax Class","Vendor Tax Class"
"Tax Rate","Tax Rate"
"Tax rates at the same priority are added, others are compounded.","Tax rates at the same priority are added, others are compounded."
"There was an error while updating vendor(s) type","There was an error while updating vendor(s) type"
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first."
"You cannot delete this tax class as it is used for %d vendors.","You cannot delete this tax class as it is used for %d vendors."
"The tax class has been deleted.","The tax class has been deleted."
"An error occurred while deleting this tax class.","An error occurred while deleting this tax class."
"Manage Vendor Tax Classes","Manage Vendor Tax Classes"
"Rules (%s) already exist for the specified Tax Rate, Customer Tax Class and Product Tax Class combinations","Rules (%s) already exist for the specified Tax Rate, Customer Tax Class and Product Tax Class combinations"
"Change Vendor Tax Class","Change Vendor Tax Class"
"Submit Return","Submit Return"
"Submit Shipment","Submit Shipment"
"New Return for Order #%s","New Return for Order #%s"
"Return #","Return #"
"Return Created","Return Created"
"Shipper Name","Shipper Name"
"Tracking Price","Tracking Price"
"Return View","Return View"
"uReturn #%1$s | %2$s","uReturn #%1$s | %2$s"
uReturns,uReturns
"Invalid entity model","Invalid entity model"
"Order # %s","Order # %s"
"About Your Return","About Your Return"
"This Return no longer exists.","This Return no longer exists."
"The order no longer exists.","The order no longer exists."
"The Return has been created.","The Return has been created."
"New Return","New Return"
"View Return","View Return"
"Wrong generate label request.","Wrong generate label request."
"Cannot initialize rma for adding tracking number.","Cannot initialize rma for adding tracking number."
"Cannot add tracking number.","Cannot add tracking number."
"Cannot initialize rma.","Cannot initialize rma."
"Cannot printf label.","Cannot printf label."
"The carrier needs to be specified.","The carrier needs to be specified."
"Tracking number cannot be empty.","Tracking number cannot be empty."
"Cannot initialize rma for delete tracking number.","Cannot initialize rma for delete tracking number."
"Cannot delete tracking number.","Cannot delete tracking number."
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","Cannot retrieve tracking number detail."
uReturn,uReturn
"RMA status has been changed","RMA status has been changed"
"Cannot change RMA status","Cannot change RMA status"
"Your comment has been sent","Your comment has been sent"
"No RMAs found for these criteria","No RMAs found for these criteria"
"RMA status has been updated","RMA status has been updated"
"New uReturn","New uReturn"
"uReturn Update","uReturn Update"
Returns,Returns
"Returns Email Sender","Returns Email Sender"
"Returns Email Template","Returns Email Template"
"Send Returns Email Copy To","Send Returns Email Copy To"
Comma-separated.,Comma-separated.
"Send Returns Email Copy Method","Send Returns Email Copy Method"
"uReturns Comments","uReturns Comments"
"Returns Comment Email Sender","Returns Comment Email Sender"
"Returns Comment Email Template","Returns Comment Email Template"
"Send Returns Comment Email Copy To","Send Returns Comment Email Copy To"
"New RMA Vendor Notification Email Template","New RMA Vendor Notification Email Template"
"RMA Comment Vendor Notification Email Template","RMA Comment Vendor Notification Email Template"
"Hide order information from customer on existing RMA page","Hide order information from customer on existing RMA page"
"Hide order information from customer on ""Request New RMA"" page","Hide order information from customer on ""Request New RMA"" page"
Statuses,Statuses
"Reasons to return","Reasons to return"
"Item Conditions","Item Conditions"
"Customer success","Customer success"
"Customer no items selected","Customer no items selected"
"Customer instructions on ""Request New RMA"" page","Customer instructions on ""Request New RMA"" page"
"Create uReturn","Create uReturn"
"Invalid qty to create rma for item ""%s","Invalid qty to create rma for item ""%s"
"No detail for number ""%s","No detail for number ""%s"
"Cannot register existing rma","Cannot register existing rma"
"Cannot create an empty rma.","Cannot create an empty rma."
Global,Global
"RMA ID","RMA ID"
"RMA Date","RMA Date"
"RMA Status","RMA Status"
"Reason to return","Reason to return"
Origin,Origin
"Title/Sort Order","Title/Sort Order"
Template,Template
Header,Header
"Item Separate Template","Item Separate Template"
"Totals Template","Totals Template"
"Use Item Separate Template","Use Item Separate Template"
"Footer Separate Template","Footer Separate Template"
Remove,Remove
"Add Template","Add Template"
Billing,Billing
Limits,Limits
Code:,Code:
